Seniūnija                               ,Gatvė                                ,Namo Nr.,Buto Nr.                               ,Bendrasis (naudingasis) būsto plotas kv. m ,Socialinis būstas,Unikalus Nr.
Šnipiškių seniūnija                     ,Rinktinės g.                                                                                                                                          ,46,30,15.62,Savivaldybės būstas,1096-1027-5015:0081                     
Šnipiškių seniūnija                     ,S. Fino g.                                                                                                                                            ,1,4,15.73,Savivaldybės būstas,1094-0147-1021:0007                     
Šnipiškių seniūnija                     ,Šeimyniškių g.                                                                                                                                        ,5,4,32,Savivaldybės būstas,4400-0743-0264:4344                     
Šnipiškių seniūnija                     ,Šeimyniškių g.                                                                                                                                        ,5,5,34.55,Savivaldybės būstas,4400-0743-0342:4345                     
Šnipiškių seniūnija                     ,Šeimyniškių g.                                                                                                                                        ,5,6,23.82,Savivaldybės būstas,4400-0743-0386:4346                     
Šnipiškių seniūnija                     ,Šeimyniškių g.                                                                                                                                        ,5,71,13.05,Savivaldybės būstas,4400-1675-6315:9602                     
Šnipiškių seniūnija                     ,Šeimyniškių g.                                                                                                                                        ,5,71,13.05,Savivaldybės būstas,4400-1675-6315:9602/1                   
Šnipiškių seniūnija                     ,Šeimyniškių g.                                                                                                                                        ,5,92,23.48,Savivaldybės būstas,4400-1550-0731:9482                     
Šnipiškių seniūnija                     ,Šilutės g.                                                                                                                                            ,1,3,31.31,Savivaldybės būstas,1094-0462-9014:0005                     
Šnipiškių seniūnija                     ,Šilutės g.                                                                                                                                            ,17,2A                                      ,37.42,Savivaldybės būstas,1094-0463-7016:0005                     
Šnipiškių seniūnija                     ,Šilutės g.                                                                                                                                            ,29,2,36.53,Savivaldybės būstas,1094-0464-4010:0006                     
Šnipiškių seniūnija                     ,Šilutės g.                                                                                                                                            ,31,6,31.28,Savivaldybės būstas,1094-0464-4020:0007                     
Šnipiškių seniūnija                     ,Šnipiškių g.                                                                                                                                          ,2,8,81.44,Savivaldybės būstas,4400-4486-4804:9214                     
Šnipiškių seniūnija                     ,Šnipiškių g.                                                                                                                                          ,2,15,43.54,Savivaldybės būstas,1095-8022-7012:0035                     
Šnipiškių seniūnija                     ,Utenos g.                                                                                                                                             ,33,4,30.74,Savivaldybės būstas,1094-0165-0011:0006                     
Verkių seniūnija                        ,Ateities g.                                                                                                                                           ,5,56,34.64,Savivaldybės būstas,1098-5000-5053:0004                     
Verkių seniūnija                        ,Ateities g.                                                                                                                                           ,9,517,17.09,Savivaldybės būstas,1097-8000-7014:0084                     
Verkių seniūnija                        ,Ateities g.                                                                                                                                           ,9,517A                                    ,46.85,Savivaldybės būstas,1097-8000-7014:0169                     
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,37,51B                                     ,30.4,Savivaldybės būstas,1098-4000-7010:0129                     
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,39,608,30.76,Savivaldybės būstas,1098-2000-9018:0141                     
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,39,409A                                    ,30.16,Savivaldybės būstas,1098-2000-9018:0137                     
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,39,409B                                    ,22.35,Savivaldybės būstas,1098-2000-9018:0138                     
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,39,605B                                    ,15.04,Savivaldybės būstas,1098-2000-9018:0140                     
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,39,605B                                    ,15.04,Savivaldybės būstas,1098-2000-9018:0140/1                   
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,39,608/1                                   ,20.72,Savivaldybės būstas,1098-2000-9018:0141/2                   
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,39,702B                                    ,30.02,Savivaldybės būstas,4400-0606-5285:9950                     
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,45,17,47.27,Savivaldybės būstas,1097-8000-9012:0031                     
Verkių seniūnija                        ,Baltupio g.                                                                                                                                           ,47,82,49.46,Savivaldybės būstas,1097-8001-0019:0111                     
Verkių seniūnija                        ,Bitininkų g.                                                                                                                                          ,12,6,49.09,Savivaldybės būstas,1099-4033-9017:0027                     
Verkių seniūnija                        ,Bitininkų g.                                                                                                                                          ,12,7,49.15,Savivaldybės būstas,1099-4033-9017:0028                     
Verkių seniūnija                        ,Bitininkų g.                                                                                                                                          ,12,33,73.2,Savivaldybės būstas,1099-4033-9017:0033                     
Verkių seniūnija                        ,Bitininkų g.                                                                                                                                          ,12,34,49.11,Savivaldybės būstas,1099-4033-9017:0034                     
Verkių seniūnija                        ,Bitininkų g.                                                                                                                                          ,12,35,48.54,Savivaldybės būstas,1099-4033-9017:0035                     
Verkių seniūnija                        ,Bitininkų g.                                                                                                                                          ,24,1,51.14,Savivaldybės būstas,1099-1000-4018:0016                     
Verkių seniūnija                        ,Braškių g.                                                                                                                                            ,44,2,49.82,Savivaldybės būstas,1099-4018-7013:0023                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,10,19,55.93,Savivaldybės būstas,1098-2001-9014:0025                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,11,31,50.06,Savivaldybės būstas,4400-0697-1773:9091                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,17,48,96.9,Savivaldybės būstas,1098-2002-1010:0048                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,18,14,47.51,Savivaldybės būstas,1098-3001-3013:0023                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,31,19,47.56,Savivaldybės būstas,1097-9001-7015:0062                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,39,77,64.08,Savivaldybės būstas,1097-8003-1016:0108                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,42,28,47.41,Savivaldybės būstas,1097-9002-0010:0031                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,58,81,64.08,Savivaldybės būstas,1097-8003-5010:0108                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,62,2,60.97,Savivaldybės būstas,1097-8003-7014:0048                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,63,311,55.63,Savivaldybės būstas,1098-2002-3016:0002                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,74,81,64.08,Savivaldybės būstas,1097-8004-3010:0073                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,80,42,31.53,Savivaldybės būstas,4400-0531-3113:2714                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,80,43,22.26,Savivaldybės būstas,4400-0531-3279:2716                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,80,74,30.85,Savivaldybės būstas,4400-0531-2738:2712                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,80,86,29.34,Savivaldybės būstas,1098-1001-6018:0124                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,80,100,30.37,Savivaldybės būstas,4400-0531-2305:2708                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,80,102,31.46,Savivaldybės būstas,4400-0531-2127:2707                     
Verkių seniūnija                        ,Didlaukio g.                                                                                                                                          ,80,132A                                    ,27.87,Savivaldybės būstas,4400-0437-3208:1152                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,216,19.17,Savivaldybės būstas,1097-0010-6010:0046                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,218,19.7,Savivaldybės būstas,1097-0010-6010:0047                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,221,20.12,Savivaldybės būstas,1097-0010-6010:0044                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,222,27.93,Savivaldybės būstas,1097-0010-6010:0048                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,301,26.92,Savivaldybės būstas,1097-0010-6010:0049                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,305,27.99,Savivaldybės būstas,1097-0010-6010:0050                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,316,20.47,Savivaldybės būstas,1097-0010-6010:0052                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,403,27.96,Savivaldybės būstas,1097-0010-6010:0053                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,410,19.91,Savivaldybės būstas,1097-0010-6010:0054                     
Verkių seniūnija                        ,Jeruzalės g.                                                                                                                                          ,27,422,26.84,Savivaldybės būstas,1097-0010-6010:0056                     
Verkių seniūnija                        ,Jono Kairiūkščio g.                                                                                                                                   ,5,8,67.85,Savivaldybės būstas,4400-1613-2060:3506                     
Verkių seniūnija                        ,Jono Kairiūkščio g.                                                                                                                                   ,5,101,67.59,Savivaldybės būstas,4400-1589-3120:8509                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,35,28.39,Savivaldybės būstas,1097-3003-7013:0134                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,40,26.83,Savivaldybės būstas,1097-3003-7013:0132                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,44,27.72,Savivaldybės būstas,1097-3003-7013:0135                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,49,28.73,Savivaldybės būstas,1097-3003-7013:0079                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,89,28.81,Savivaldybės būstas,1097-3003-7013:0136                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,97,27.56,Savivaldybės būstas,1097-3003-7013:0137                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,105,29.54,Savivaldybės būstas,1097-3003-7013:0138                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,107,27.27,Savivaldybės būstas,1097-3003-7013:0139                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,159,126,28.12,Savivaldybės būstas,1097-3003-7013:0131                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,335,3,19.88,Savivaldybės būstas,1094-0151-8014:0006                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,282A    ,17,57.6,Savivaldybės būstas,1099-2004-0010:0019                     
Verkių seniūnija                        ,Kalvarijų g.                                                                                                                                          ,286B    ,1,53.2,Savivaldybės būstas,1099-3003-5015:0001                     
Verkių seniūnija                        ,Krakiškių g. (Riešė)                                                                                                                                  ,52,                                        ,36.56,Savivaldybės būstas,4192-7006-7018                          
Verkių seniūnija                        ,Molėtų pl.                                                                                                                                            ,18,2,23.65,Savivaldybės būstas,4400-1283-6850:4708                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,1,2,29.28,Savivaldybės būstas,1095-4006-3010:0006                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,4,7,24,Savivaldybės būstas,1092-3001-6016:0007                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,48,10,27.83,Savivaldybės būstas,1096-0026-7014:0011                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,48,13,28.78,Savivaldybės būstas,1096-0026-7014:0013                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,82,2,16.58,Savivaldybės būstas,4400-1046-3988:5661                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,82,4,16.3,Savivaldybės būstas,1096-5013-8011:0031                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,82,16,16.38,Savivaldybės būstas,1096-5013-8011:0032                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,82,17,16.64,Savivaldybės būstas,1096-5013-8011:0029                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,82,22,16.33,Savivaldybės būstas,1096-5013-8011:0033                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,82,31,19,Savivaldybės būstas,1096-5013-8011:0034                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,82,39,16.69,Savivaldybės būstas,1096-5013-8011:0035                     
Verkių seniūnija                        ,Popieriaus g.                                                                                                                                         ,104,12,41.71,Savivaldybės būstas,1096-0027-1010:0012                     
Verkių seniūnija                        ,Verkių g.                                                                                                                                             ,59,2,58.13,Savivaldybės būstas,4400-1285-8481:5301                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,9,21,34.51,Savivaldybės būstas,1098-3013-1018:0085                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,9,25,39.33,Savivaldybės būstas,1098-3013-1018:0089                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,9,52,50.5,Savivaldybės būstas,1098-3013-1018:0088                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,11,2,34.08,Savivaldybės būstas,1098-4014-0010:0085                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,11,4,36.08,Savivaldybės būstas,1098-4014-0010:0091                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,11,15,33.85,Savivaldybės būstas,1098-4014-0010:0092                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,11,22,35.98,Savivaldybės būstas,1098-4014-0010:0093                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,11,45,35.96,Savivaldybės būstas,1098-4014-0010:0086                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,11,48,35.84,Savivaldybės būstas,1098-4014-0010:0088                     
Verkių seniūnija                        ,Žaliųjų Ežerų g.                                                                                                                                      ,18,1,37.1,Savivaldybės būstas,1094-0395-5017:0007                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,3,403,35.69,Savivaldybės būstas,1098-7006-0010:0071                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,5,47,46.79,Savivaldybės būstas,1095-8005-3010:0065                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,19,15.13,Savivaldybės būstas,1096-1008-3015:0200                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,30,15.64,Savivaldybės būstas,1096-1008-3015:0201                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,47,15.43,Savivaldybės būstas,1096-1008-3015:0203                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,53,14.61,Savivaldybės būstas,1096-1008-3015:0204                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,73,14.58,Savivaldybės būstas,1096-1008-3015:0206                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,88,15.77,Savivaldybės būstas,1096-1008-3015:0207                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,95,14.93,Savivaldybės būstas,1096-1008-3015:0209                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,102,15.41,Savivaldybės būstas,1096-1008-3015:0210                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,123,15.13,Savivaldybės būstas,1096-1008-3015:0212                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,11,144,15.68,Savivaldybės būstas,1096-1008-3015:0214                     
Vilkpėdės seniūnija                     ,Geležinio Vilko g.                                                                                                                                    ,27,17,25.81,Savivaldybės būstas,1097-7001-9011:0190                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,1,16,20.26,Savivaldybės būstas,4400-0609-4622:1149                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,1,77,15.29,Savivaldybės būstas,1096-1008-4012:0132                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,1,90,22.4,Savivaldybės būstas,1096-1008-4012:0131                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,1,95,17.41,Savivaldybės būstas,1096-1008-4012:0122                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,1,106,15.58,Savivaldybės būstas,1096-1008-4012:0133                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,1,110,18.39,Savivaldybės būstas,1096-1008-4012:0126                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,1,113,22.24,Savivaldybės būstas,1096-1008-4012:0128                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,4,34,45.86,Savivaldybės būstas,1096-2008-9014:0081                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,6,2,45.67,Savivaldybės būstas,1096-1008-6018:0002                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,7,31,38.12,Savivaldybės būstas,1096-0009-9012:0041                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,8,21,44.52,Savivaldybės būstas,1096-2009-0013:0015                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,16,84,48.22,Savivaldybės būstas,1096-4005-5012:0084                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,18,52,20.71,Savivaldybės būstas,1096-4005-6012:0101                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,18,59,47.75,Savivaldybės būstas,1096-4005-6012:0099                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,18,83,48.78,Savivaldybės būstas,1096-4005-6012:0100                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,7,24.72,Savivaldybės būstas,1096-6003-9018:0109                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,11,24.51,Savivaldybės būstas,1096-6003-9018:0110                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,31,25.06,Savivaldybės būstas,1096-6003-9018:0111                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,40,23.32,Savivaldybės būstas,1096-6003-9018:0112                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,41,23.87,Savivaldybės būstas,1096-6003-9018:0101                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,43,23.31,Savivaldybės būstas,1096-6003-9018:0113                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,48,26.23,Savivaldybės būstas,1096-6003-9018:0114                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,50,25.8,Savivaldybės būstas,1096-6003-9018:0115                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,52,26.44,Savivaldybės būstas,1096-6003-9018:0116                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,57,23.8,Savivaldybės būstas,1096-6003-9018:0117                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,60,24.62,Savivaldybės būstas,1096-6003-9018:0119                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,61,24.5,Savivaldybės būstas,1096-6003-9018:0120                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,66,24.61,Savivaldybės būstas,1096-6003-9018:0105                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,67,24.9,Savivaldybės būstas,1096-6003-9018:0121                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,68,24.75,Savivaldybės būstas,1096-6003-9018:0122                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,70,24.66,Savivaldybės būstas,1096-6003-9018:0123                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,75,25.31,Savivaldybės būstas,1096-6003-9018:0104                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,76,25.2,Savivaldybės būstas,1096-6003-9018:0124                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,79,24.94,Savivaldybės būstas,1096-6003-9018:0102                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,80,24.81,Savivaldybės būstas,1096-6003-9018:0103                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,81,25.21,Savivaldybės būstas,1096-6003-9018:0081                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,83,25.01,Savivaldybės būstas,1096-6003-9018:0125                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,86,23.62,Savivaldybės būstas,1096-6003-9018:0126                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,87,24.28,Savivaldybės būstas,1096-6003-9018:0127                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,88,24.35,Savivaldybės būstas,1096-6003-9018:0128                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,91,24.6,Savivaldybės būstas,1096-6003-9018:0100                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,93,24.62,Savivaldybės būstas,1096-6003-9018:0129                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,96,24.94,Savivaldybės būstas,1096-6003-9018:0130                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,97,25.01,Savivaldybės būstas,1096-6003-9018:0131                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,98,24.84,Savivaldybės būstas,1096-6003-9018:0132                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,101,23.99,Savivaldybės būstas,1096-6003-9018:0106                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,102,24.19,Savivaldybės būstas,1096-6003-9018:0133                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,109,24.67,Savivaldybės būstas,1096-6003-9018:0135                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,112,24.78,Savivaldybės būstas,1096-6003-9018:0136                     
Vilkpėdės seniūnija                     ,Gerosios Vilties g.                                                                                                                                   ,25,118,25.23,Savivaldybės būstas,1096-6003-9018:0014                     
